Country,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020",Median age,Island,Index of exposure to COVID-19 infections in other countries,log(Average Distance to SARS countries),WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2017","All-cause death count, 2018","All-cause death count, 2019","All-cause death count, 2020","Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average"
Spain,46754783.0,47076781.0,108.7311019897461,45.5,False,4.331624507904053,9.17187786102295,False,False,0.14327365159988403,33.2,420589.0,423994.0,414914.0,501106.0,173.2330780029297
Italy,60461828.0,60297396.0,122.6541976928711,47.900001525878906,False,5.500850677490234,9.077784538269043,False,False,0.07554042339324951,33.4,656891.0,638884.0,642964.0,756317.0,182.2977752685547
Poland,37846605.0,37970874.0,75.44670104980469,41.79999923706055,False,3.198971748352051,8.978473663330078,False,False,0.303745299577713,27.8,402533.0,411312.0,407624.0,485441.0,206.50820922851562
Hungary,9660350.0,9769949.0,98.72309875488281,43.400001525878906,False,3.554931879043579,9.011205673217773,False,False,0.2525981068611145,28.7,131293.0,130624.0,129266.0,142921.0,128.93948364257812
Czech Republic,10708982.0,10669709.0,108.13349914550781,43.29999923706055,False,4.8168535232543945,9.024582862854004,False,False,0.2900318205356598,24.0,111007.0,112604.0,112040.0,131440.0,182.95167541503906
Romania,19237682.0,19356544.0,81.95890045166016,43.0,False,2.516937494277954,8.980768203735352,False,False,0.10004021227359772,35.1,,,,,
Sweden,10099270.0,10285453.0,86.41220092773438,41.0,False,2.5899312496185303,8.963016510009766,False,False,0.45058152079582214,27.0,91626.50000000003,91920.09999999998,88544.70000000004,99647.19999999998,87.81182098388672
Greece,10423056.0,10716322.0,46.416297912597656,45.29999923706055,False,2.32733154296875,9.025693893432617,False,True,0.12421645224094391,32.3,124069.0,119952.0,124538.0,132966.0,95.67926025390625
Denmark,5792203.0,5818553.0,22.409399032592773,42.29999923706055,False,3.9530560970306396,9.006084442138672,False,True,0.5717613697052002,27.8,53103.0,55076.0,53805.0,55477.0,25.53377342224121
Iran,83992953.0,82913906.0,65.74720001220703,32.400001525878906,False,1.7066987752914429,8.809122085571289,False,False,0.3672230541706085,39.97,,,,,
Hong Kong S.A.R. of China,7496988.0,7451000.0,1.9741261005401611,44.79999923706055,False,1.1787446737289429,8.044207572937012,True,False,0.3179250657558441,48.275000000000006,45883.0,47478.0,48706.0,50653.0,44.117401123046875
Singapore,5850343.0,5703569.0,0.4956999719142914,42.400001525878906,True,1.2602404356002808,8.425979614257812,True,True,0.8685892224311829,45.2,20905.0,21282.0,21446.0,22000.0,13.65771198272705
Japan,126476458.0,126264931.0,2.6029000282287598,48.20000076293945,True,0.8627890348434448,8.390191078186035,True,False,0.3174663186073303,33.9,1340567.0,1362470.0,1387775.0,1376426.0,10.146339416503906
China,1439323774.0,1397715000.0,0.33219999074935913,38.70000076293945,False,1.0972458124160767,8.213040351867676,True,False,0.5163989663124084,46.7,,,,,
India,1380004385.0,1366417754.0,10.77810001373291,28.200000762939453,False,0.9366806745529175,8.532171249389648,False,False,0.5260490775108337,39.334374999999994,,,,,
Venezuela,28435943.0,28515829.0,3.615100145339966,29.0,False,0.890544056892395,9.564495086669922,False,False,0.12015887349843979,37.800000000000004,,,,,
Brazil,212559409.0,211049527.0,91.71510314941406,33.5,False,0.6567919254302979,9.66565990447998,False,False,0.11477480083703995,54.0,1312663.0,1316719.0,1349802.0,1571383.0,115.667236328125
Mexico,128932753.0,127575529.0,97.57569885253906,29.299999237060547,False,0.8478463292121887,9.43381118774414,False,False,0.1288771778345108,47.5,701160.0,718206.0,728889.0,1045794.0,257.0747375488281
Nigeria,206139587.0,200963599.0,0.6252999901771545,18.100000381469727,False,1.02329421043396,9.27917766571045,False,False,0.19993939995765686,44.894000000000005,,,,,
Kenya,53771300.0,52573973.0,3.1057000160217285,20.0,False,0.7814594507217407,9.118931770324707,False,False,0.33104565739631653,40.78,,,,,
Tanzania,59734213.0,58005463.0,0.03519999980926514,17.700000762939453,False,0.7318025827407837,9.153142929077148,False,False,0.620562732219696,37.78,,,,,
Israel,8655541.0,9053300.0,38.41469955444336,30.600000381469727,False,2.2502782344818115,8.969634056091309,False,False,0.26199737191200256,34.4,44425.0,44397.0,45794.0,49469.0,51.917572021484375
Palestinian Territories,5101416.0,4685306.0,27.44339942932129,20.399999618530273,False,2.1114182472229004,8.974713325500488,False,False,0.16415567696094513,33.69,,,,,
Ghana,31072945.0,30417856.0,1.0780999660491943,21.100000381469727,False,0.9520256519317627,9.341736793518066,False,False,0.30511751770973206,43.52,,,,,
Uganda,45741000.0,44269594.0,0.5486999750137329,16.399999618530273,False,0.8155328035354614,9.14323902130127,False,False,0.2393098622560501,42.75,,,,,
Benin,12123198.0,11801151.0,0.3628999888896942,18.799999237060547,False,0.970544159412384,9.319047927856445,False,False,0.39812594652175903,47.76,,,,,
Madagascar,27691019.0,26969307.0,0.9424999952316284,19.600000381469727,True,0.6031928062438965,9.141643524169922,False,False,0.31176528334617615,42.65,,,,,
Malawi,19129955.0,18628747.0,0.9880000352859497,18.100000381469727,False,0.6672336459159851,9.206979751586914,False,False,0.3226570188999176,44.69,,,,,
South Africa,59308690.0,58558270.0,48.001399993896484,27.299999237060547,False,0.6065149307250977,9.297284126281738,False,False,0.19273777306079865,65.42600000000002,,,,566004.0,
Canada,37742157.0,37589262.0,41.41790008544922,41.400001525878906,False,2.296168088912964,9.26781177520752,False,False,0.48161616921424866,35.25,,,,,
Australia,25499881.0,25364307.0,3.56469988822937,37.900001525878906,True,0.40509703755378723,9.101801872253418,True,False,0.3350496292114258,33.0,,,,,
Philippines,109581085.0,108116615.0,8.435800552368164,25.200000762939453,True,0.7396153807640076,8.226012229919434,True,False,0.5199505090713501,42.230000000000004,,,,,
Sri Lanka,21413250.0,21670000.0,0.9527000188827515,34.099998474121094,True,0.7049904465675354,8.635091781616211,False,False,0.3675445318222046,41.93666666666667,,,,,
Vietnam,97338583.0,96462106.0,0.036000002175569534,32.599998474121094,False,0.8066069483757019,8.108026504516602,True,False,0.49013349413871765,40.099999999999994,,,,,
Thailand,69799978.0,69625582.0,0.09030000120401382,40.099998474121094,False,0.7512210607528687,8.270149230957031,False,False,0.35382911562919617,35.315,468911.0,473541.0,506211.0,501438.0,26.60967445373535
Cambodia,16718971.0,16486542.0,0.0,25.600000381469727,False,0.714238166809082,8.255621910095215,True,False,0.4981042146682739,36.0,,,,,
Laos,7275556.0,7169455.0,0.0,24.399999618530273,False,0.7727606296539307,8.183916091918945,True,False,0.7077310681343079,36.39,,,,,
Myanmar,54409794.0,54045420.0,4.929299831390381,29.100000381469727,False,0.7592831254005432,8.298598289489746,False,True,0.6214678287506104,38.07,,,,,
New Zealand,4822233.0,4917000.0,0.5184000134468079,37.900001525878906,True,0.37902915477752686,9.266324996948242,True,True,0.5265658497810364,34.1,33495.0,33053.0,34088.0,33177.0,-7.563881874084473
Angola,32866268.0,31825295.0,1.232300043106079,16.799999237060547,False,0.7446855902671814,9.319497108459473,False,False,0.27833494544029236,46.10285714285715,,,,,
Botswana,2351625.0,2303697.0,1.7860000133514404,25.799999237060547,False,0.6278639435768127,9.306539535522461,False,False,0.4353313148021698,53.33,,,,,
Ethiopia,114963583.0,112078730.0,1.6726999282836914,19.799999237060547,False,0.915070116519928,9.047481536865234,False,True,0.39686521887779236,33.4975,,,,,
Mali,20250834.0,19658031.0,1.3282999992370605,16.399999618530273,False,1.0703725814819336,9.351827621459961,False,False,0.2743140757083893,33.04,,,,,
Mauritania,4649660.0,4525696.0,7.462899684906006,20.299999237060547,False,1.1491624116897583,9.363723754882812,False,False,0.12243211269378662,32.62,,,,,
Mozambique,31255435.0,30366036.0,0.5310999751091003,17.700000762939453,False,0.5987706184387207,9.272957801818848,False,False,0.4726662337779999,49.416666666666664,,,,,
Niger,24206636.0,23310715.0,0.4296000003814697,15.100000381469727,False,1.1261639595031738,9.289670944213867,False,False,0.48410674929618835,34.28,,,,,
Rwanda,12952209.0,12626950.0,0.7103000283241272,20.299999237060547,False,0.8005414009094238,9.17350959777832,False,False,0.9057283997535706,43.71,,,,,
Senegal,16743930.0,16296364.0,2.4486000537872314,18.700000762939453,False,1.0616328716278076,9.390358924865723,False,False,0.35542404651641846,40.29,,,,,
Zambia,18383956.0,17861030.0,2.110499858856201,17.700000762939453,False,0.6666667461395264,9.251139640808105,False,False,0.3215149939060211,57.14,,,,,
South Korea,51269183.0,51709098.0,1.788599967956543,43.400001525878906,False,1.6065058708190918,8.228276252746582,True,False,0.11182743310928345,35.5,284548.0,298030.0,294080.0,308318.0,31.2661190032959
Taiwan Province of China,23816775.0,23780000.0,0.029400000348687172,42.20000076293945,False,0.8882954120635986,8.087669372558594,True,True,0.15796847641468048,29.46666666666667,171242.0,172784.0,176296.0,173156.0,-1.1961814165115356
Afghanistan,38928341.0,38041754.0,5.628300189971924,18.600000381469727,False,1.106934905052185,8.623236656188965,False,False,0.04644780978560448,31.0,,,,,
Belarus,9449321.0,9466856.0,15.069900512695312,40.29999923706055,False,2.3771450519561768,8.935038566589355,False,False,0.24223361909389496,25.44,,,,,
Georgia,3989175.0,3720382.0,62.794898986816406,38.70000076293945,False,1.7055425643920898,8.850701332092285,False,True,0.198270782828331,37.94,,,,,
Kazakhstan,18776707.0,18513930.0,14.704401016235352,30.600000381469727,False,1.137136697769165,8.62141227722168,False,False,0.3521690368652344,27.45,74381.0,130515.0,133489.0,162613.0,267.1877136230469
Kyrgyzstan,6524191.0,6456900.0,20.76889991760254,26.299999237060547,False,1.0801770687103271,8.565892219543457,False,False,0.18645817041397095,27.34,33166.0,32989.0,33295.0,39977.0,105.18376159667969
Moldova,4033963.0,2657637.0,73.99669647216797,37.599998474121094,False,2.348018169403076,8.952219009399414,False,False,0.10394710302352905,25.900000000000002,36768.0,37176.0,36794.0,40382.0,103.69215393066406
Russia,145934460.0,144373535.0,38.55910110473633,39.599998474121094,False,1.770572543144226,8.86870288848877,False,False,0.19593723118305206,34.559999999999995,1824340.0,1827827.0,1800683.0,2124479.0,211.4047088623047
Ukraine,43733759.0,44385155.0,44.08720016479492,41.400001525878906,False,2.206019639968872,8.928791046142578,False,False,0.05906858295202255,25.0,574123.0,587665.0,581114.0,616835.0,81.40746307373047
Burkina Faso,20903278.0,20321378.0,0.4065999984741211,17.600000381469727,False,1.0921440124511719,9.31783390045166,False,False,0.35867393016815186,35.300000000000004,,,,,
Cameroon,26545864.0,25876380.0,1.6875998973846436,18.799999237060547,False,0.9193479418754578,9.275794982910156,False,False,0.28146877884864807,46.64,,,,,
Sierra Leone,7976985.0,7813215.0,0.9527000188827515,19.100000381469727,False,0.9624727368354797,9.401023864746094,False,False,0.33849188685417175,34.03,,,,,
Zimbabwe,14862927.0,14645468.0,2.4423000812530518,19.600000381469727,False,0.645424485206604,9.244179725646973,False,False,0.28651246428489685,40.362500000000004,,,,,
Costa Rica,5094114.0,5047561.0,42.892601013183594,33.599998474121094,False,0.8639742136001587,9.549308776855469,False,False,0.21250563859939575,48.6,,,,,
Albania,2877800.0,2854191.0,41.038299560546875,38.0,False,3.058283567428589,9.035890579223633,False,False,0.15013878047466278,28.96,,,,,
Algeria,43851043.0,43053054.0,6.284899711608887,29.100000381469727,False,2.9326887130737305,9.159029006958008,False,False,0.4148748815059662,27.62,,,,,
Argentina,45195777.0,44938712.0,95.68370056152344,31.899999618530273,False,0.5493663549423218,9.717082023620605,False,False,0.09105899930000305,39.6,,,,,
Armenia,2963234.0,2957731.0,95.26750183105469,35.70000076293945,False,1.7618467807769775,8.857871055603027,False,False,0.1740662157535553,33.62,27367.0,25645.0,26252.0,35371.0,302.3042907714844
Austria,9006400.0,8877067.0,69.08419799804688,44.400001525878906,False,4.3146820068359375,9.023252487182617,False,False,0.35760387778282166,26.8,81311.0,82063.0,81557.0,91553.0,110.82119750976562
Azerbaijan,10139175.0,10023318.0,26.047500610351562,32.400001525878906,False,1.752465009689331,8.810492515563965,False,False,0.35204797983169556,26.6,57109.0,57250.0,56447.0,75647.0,185.60867309570312
Bahrain,1701583.0,1641172.0,20.686599731445312,32.400001525878906,True,1.6665959358215332,8.852240562438965,False,False,0.4869312047958374,59.6,,,,,
Belize,397621.0,390353.0,62.371002197265625,25.0,False,0.9264634847640991,9.483305931091309,False,False,0.2273678481578827,53.26,,,,,
Bhutan,771612.0,763092.0,0.0,28.600000381469727,False,0.8629792332649231,8.349495887756348,False,False,0.7217448353767395,37.44,,,,,
Bolivia,11673029.0,11513100.0,78.51429748535156,25.399999618530273,False,0.608559787273407,9.72626781463623,False,False,0.10116125643253326,43.800000000000004,,,,,
Bosnia and Herzegovina,3280815.0,3301000.0,123.44490051269531,42.5,False,3.508873701095581,9.032291412353516,False,False,0.0642600804567337,33.03,,,,,
Bulgaria,6948445.0,6975761.0,109.03160095214844,44.70000076293945,False,2.6916964054107666,9.007079124450684,False,False,0.07329422235488892,39.6,109330.0,108247.0,107849.0,126525.0,259.25592041015625
Burundi,11890781.0,11530580.0,0.01679999940097332,17.5,False,0.780524492263794,9.186073303222656,False,False,0.29312029480934143,38.62,,,,,
Central African Republic,4829764.0,4745185.0,1.3043999671936035,18.299999237060547,False,0.9123367667198181,9.225406646728516,False,False,0.3710521459579468,56.24,,,,,
Chad,16425859.0,15946876.0,0.6330999732017517,16.700000762939453,False,1.0772926807403564,9.213471412658691,False,False,0.2692703306674957,43.32,,,,,
Chile,19116209.0,18952038.0,86.87919616699219,35.400001525878906,False,0.5624874234199524,9.722240447998047,False,False,0.09669435769319534,45.92,106045.0,106458.0,109079.0,127387.0,106.08841705322266
Colombia,50882884.0,50339443.0,84.92639923095703,32.20000076293945,False,0.8139034509658813,9.60649299621582,False,False,0.11316090077161789,52.0,226799.0,236228.0,243648.0,301480.0,130.25125122070312
Comoros,869595.0,850886.0,1.149999976158142,20.399999618530273,True,0.6627538800239563,9.128010749816895,False,False,0.13861925899982452,45.33,,,,,
Congo (Kinshasa),89561404.0,86790567.0,0.6599000096321106,17.0,False,0.8054517507553101,9.28711223602295,False,False,0.25725260376930237,42.1,,,,,
Congo (Brazzaville),5518092.0,5380508.0,1.957200050354004,19.0,False,0.8529518246650696,9.287260055541992,False,False,0.2383536696434021,48.94,,,,,
Croatia,4105268.0,4067500.0,95.48709869384766,44.0,False,4.0574541091918945,9.037494659423828,False,False,0.13128027319908142,29.7,53269.0,52562.0,51611.0,57922.0,133.15762329101562
Cuba,11326616.0,11333483.0,1.2890000343322754,43.099998474121094,True,1.1824051141738892,9.451108932495117,False,False,0.7292757630348206,38.0,,,,,
Cyprus,875899.0,1198575.0,13.586000442504883,37.29999923706055,True,1.9077906608581543,8.967679023742676,False,False,0.17415712773799896,29.1,6009.0,5798.0,6218.0,6636.0,60.5133171081543
Djibouti,988002.0,973560.0,6.174099922180176,25.399999618530273,False,0.9396767616271973,8.99633502960205,False,False,0.4248509705066681,41.59,,,,,
Dominican Republic,10847904.0,10738958.0,22.253101348876953,27.600000381469727,True,1.1295652389526367,9.50285530090332,False,False,0.19857847690582275,44.4,,,,,
Ecuador,17643060.0,17373662.0,79.54399871826172,28.100000381469727,False,0.7891846895217896,9.633696556091309,False,False,0.20528748631477356,45.4,70049.0,71769.0,73479.0,115842.0,251.7445068359375
El Salvador,6486201.0,6453553.0,20.458799362182617,27.600000381469727,False,0.8633497953414917,9.508163452148438,False,False,0.23881658911705017,40.5,,,,,
Estonia,1326539.0,1326590.0,17.26300048828125,42.70000076293945,False,2.365309238433838,8.930441856384277,False,True,0.27027663588523865,30.6,15476.0,15684.0,15332.0,16206.0,53.42122268676758
Finland,5540718.0,5520314.0,10.125,42.79999923706055,False,2.225083351135254,8.926762580871582,False,True,0.5498598217964172,25.900000000000002,53546.0,54394.0,53821.0,55663.0,31.510042190551758
Gabon,2225728.0,2172579.0,2.875499963760376,23.100000381469727,False,0.864660382270813,9.304910659790039,False,True,0.10389053076505661,38.02,,,,,
Guatemala,17915567.0,16604026.0,26.864898681640625,22.899999618530273,False,0.8635938167572021,9.497051239013672,False,False,0.28605568408966064,44.48800000000001,,,,,
Guinea,13132792.0,12771246.0,0.6168000102043152,19.0,False,0.970016360282898,9.40855884552002,False,False,0.3492297828197479,33.730000000000004,,,,,
Guyana,786559.0,782766.0,20.850299835205078,26.299999237060547,False,0.8316017985343933,9.581258773803711,False,False,0.2597562372684479,35.0,,,,,
Haiti,11402533.0,11263077.0,2.069700002670288,24.299999237060547,True,1.0787113904953003,9.501391410827637,False,False,0.21644248068332672,50.945,,,,,
Honduras,9904608.0,9588000.0,31.60150146484375,24.899999618530273,False,0.8872699737548828,9.510899543762207,False,False,0.20871895551681519,48.1,,,,,
Iceland,341250.0,361313.0,8.498200416564941,37.29999923706055,True,1.6493347883224487,9.069891929626465,False,True,0.325368732213974,24.1,2229.0,2247.0,2261.0,2321.0,21.445266723632812
Iraq,40222503.0,39309783.0,31.855300903320312,20.0,False,1.652010202407837,8.882006645202637,False,False,0.13266557455062866,33.120000000000005,,,,,
Ireland,4937796.0,4941444.0,45.3036003112793,38.70000076293945,True,3.1881022453308105,9.100494384765625,False,False,0.4306252896785736,30.6,,30621.0,30728.0,32271.0,32.3203010559082
Ivory Coast,26378275.0,25716544.0,0.5194000005722046,18.700000762939453,False,0.9639504551887512,9.36520767211914,False,False,0.28531602025032043,48.594,,,,,
Jamaica,2961161.0,2948279.0,10.198699951171875,31.399999618530273,True,1.044930100440979,9.50208854675293,False,False,0.13324689865112305,37.480000000000004,,,,,
Kuwait,4270563.0,4207083.0,21.87070083618164,33.70000076293945,False,1.497206449508667,8.864709854125977,False,False,0.3882659077644348,36.02,,,,,
Latvia,1886202.0,1912789.0,33.66550064086914,43.900001525878906,False,2.490190029144287,8.942621231079102,False,False,0.09616052359342575,35.6,28659.0,28743.0,27632.0,28989.0,33.921321868896484
Lesotho,2142252.0,2125268.0,2.380699872970581,24.0,False,0.5863348245620728,9.316564559936523,False,False,0.2789610028266907,54.18,,,,,
Liberia,5057677.0,4937374.0,1.6410999298095703,19.200000762939453,False,0.9347918629646301,9.398018836975098,False,False,0.27263274788856506,35.27,,,,,
Libya,6871287.0,6777452.0,21.50979995727539,29.0,False,2.1936423778533936,9.122061729431152,False,False,0.3110003173351288,30.2,,,,,
Lithuania,2722291.0,2786844.0,53.55780029296875,43.5,False,2.538996934890747,8.944458961486816,False,True,0.18915341794490814,36.9,39990.0,39452.0,38184.0,43824.0,167.55197143554688
Luxembourg,625976.0,619896.0,79.07649993896484,39.70000076293945,False,5.973625659942627,9.06966495513916,False,False,0.5949245095252991,30.900000000000002,4251.0,4300.0,4288.0,4706.0,68.43937683105469
North Macedonia,2083380.0,2083459.0,120.14129638671875,39.099998474121094,False,2.8754208087921143,9.022107124328613,False,False,0.10543302446603775,32.4,20318.0,19727.0,20412.0,25049.0,235.03024291992188
Malaysia,32365998.0,31949777.0,1.455199956893921,29.899999618530273,False,0.7138990759849548,8.415206909179688,True,False,0.44292891025543213,41.04,168100.0,172100.0,173700.0,174300.0,9.328970909118652
Maldives,540542.0,530953.0,8.880000114440918,30.600000381469727,True,0.7120938301086426,8.737940788269043,False,False,0.32748720049858093,37.3425,,,,,
Malta,441539.0,502653.0,49.59920120239258,42.400001525878906,True,2.8223886489868164,9.096670150756836,False,False,0.4028075933456421,28.7,3556.0,3672.0,3684.0,4093.0,96.51993560791016
Mauritius,1271767.0,1265711.0,0.786300003528595,37.400001525878906,True,0.6244209408760071,9.083909034729004,False,False,0.4108026623725891,38.47,10140.0,10787.0,11174.0,11060.0,28.3483829498291
Mongolia,3278292.0,3225167.0,0.030500000342726707,28.600000381469727,False,1.1396116018295288,8.326016426086426,True,False,0.10214006900787354,32.35,15812.0,17331.0,17205.0,15922.0,-26.467947006225586
Montenegro,628062.0,622137.0,108.58799743652344,39.099998474121094,False,3.1344106197357178,9.014948844909668,False,False,0.21564476191997528,31.93,,,,,
Namibia,2540916.0,2494530.0,8.067999839782715,22.0,False,0.6252112984657288,9.349452018737793,False,True,0.31068408489227295,57.535,,,,,
Nepal,29136808.0,28608710.0,6.369900226593018,25.0,False,0.8772907257080078,8.417630195617676,False,True,0.39221665263175964,32.84,,,,,
Nicaragua,6624554.0,6545502.0,2.4907000064849854,27.299999237060547,False,0.8604223132133484,9.527918815612793,False,False,0.2803025543689728,46.515,,,,,
Norway,5421242.0,5347896.0,8.042400360107422,39.70000076293945,False,2.67567777633667,8.99300765991211,False,True,0.6056562066078186,24.8,40634.0,40716.0,40500.0,41155.0,9.9976806640625
Oman,5106622.0,4974986.0,29.354000091552734,30.700000762939453,False,1.0755208730697632,8.780088424682617,False,False,0.5791438221931458,30.7,8861.0,8979.0,8581.0,10585.0,35.272151947021484
Panama,4314768.0,4246439.0,93.2146987915039,29.700000762939453,False,0.9102838635444641,9.567748069763184,False,False,0.18166400492191315,49.800000000000004,19482.0,19720.0,20332.0,23876.0,94.17676544189453
Paraguay,7132530.0,7044636.0,31.71390151977539,26.5,False,0.5909669399261475,9.725844383239746,False,False,0.1381448656320572,47.4,29021.0,31258.0,32362.0,34139.0,45.97062683105469
Peru,32971846.0,32510453.0,114.279296875,29.100000381469727,False,0.6362667679786682,9.689529418945312,False,False,0.09592050313949585,43.9,98704.0,112516.0,114560.0,214503.0,323.4757080078125
Portugal,10196707.0,10269417.0,67.72769927978516,46.20000076293945,False,3.2235987186431885,9.207305908203125,False,False,0.2483617514371872,32.1,109283.0,112692.0,111474.0,125500.0,140.23501586914062
Qatar,2881060.0,2832067.0,8.503800392150879,31.899999618530273,False,1.3680222034454346,8.84742259979248,False,False,0.6759745478630066,30.233333333333334,2294.0,2385.0,2200.0,2627.0,11.692371368408203
Serbia,6804596.0,6944975.0,47.188697814941406,41.20000076293945,False,3.1344106197357178,9.014948844909668,False,True,0.220901221036911,37.800000000000004,103722.0,101655.0,102131.0,114954.0,181.11599731445312
Slovakia,5459643.0,5454073.0,39.16010284423828,41.20000076293945,False,4.655187606811523,9.018951416015625,False,True,0.1953515112400055,23.2,53702.0,54137.0,53115.0,60277.0,121.41910552978516
Slovenia,2078932.0,2087946.0,129.7301025390625,44.5,False,4.307637691497803,9.044583320617676,False,False,0.17666758596897125,23.400000000000002,20436.0,20428.0,20547.0,24277.0,182.71070861816406
Somalia,15893219.0,15442905.0,0.8180000185966492,16.799999237060547,False,0.787942111492157,9.030884742736816,False,False,0.31848418712615967,39.7,,,,,
Sudan,43849269.0,42813238.0,3.3478000164031982,19.700000762939453,False,1.0757367610931396,9.066397666931152,False,False,0.37517285346984863,45.05,,,,,
Suriname,586634.0,581372.0,20.796600341796875,29.600000381469727,False,0.8213251829147339,9.581175804138184,False,False,0.27391132712364197,38.1,,,,,
Eswatini,1160164.0,1148130.0,17.66990089416504,21.5,False,0.608339250087738,9.283060073852539,False,False,0.37077364325523376,51.45,,,,,
Switzerland,8654618.0,8574832.0,88.33430480957031,43.099998474121094,False,5.583521842956543,9.078126907348633,False,False,0.6600010395050049,30.1,66703.0,66888.0,67515.0,77087.0,116.6800308227539
Tajikistan,9537642.0,9321018.0,0.9435999989509583,23.299999237060547,False,1.1353672742843628,8.623944282531738,False,False,0.5537751317024231,34.0,32027.0,32699.0,33537.0,41743.0,95.32666778564453
Gambia,2416664.0,2347706.0,5.13100004196167,17.5,False,1.0440993309020996,9.39273738861084,False,False,0.4889022707939148,35.92,,,,,
Togo,8278737.0,8082366.0,0.821399986743927,19.399999618530273,False,0.9663538932800293,9.329300880432129,False,True,0.21230554580688477,43.06,,,,,
Trinidad and Tobago,1399491.0,1394973.0,9.074700355529785,36.20000076293945,True,0.9039974212646484,9.559612274169922,False,True,0.08226702362298965,47.24250000000001,,,,,
Tunisia,11818618.0,11694719.0,39.564701080322266,32.70000076293945,False,3.017868757247925,9.118125915527344,False,False,0.12942259013652802,32.82,,,,,
Turkmenistan,5942089.0,5942089.0,,,False,1.4627439975738525,8.735208511352539,False,False,0.5108789205551147,26.5,,,,,
United Arab Emirates,9890400.0,9770529.0,6.764100074768066,34.0,False,1.1989803314208984,8.821386337280273,False,False,0.694008469581604,38.300000000000004,,,,,
Uruguay,3473727.0,3461734.0,5.2104997634887695,35.599998474121094,False,0.5724685788154602,9.711483001708984,False,False,0.24744057655334473,39.25,,,,,
Uzbekistan,33469199.0,33580650.0,1.8344999551773071,28.200000762939453,False,1.1407219171524048,8.620494842529297,False,False,0.43486061692237854,39.7,160723.0,154913.0,154570.0,175637.0,56.38095474243164
Yemen,29825968.0,29161922.0,2.0451998710632324,20.299999237060547,False,1.004569411277771,8.966309547424316,False,False,0.2669065296649933,36.71,,,,,
